,Unnamed: 0,tag_id,bus,cement mixer,crane truck,dedicated agricultural vehicle,hatchback,jeep,light truck,minibus,minivan,pickup,prime mover,sedan,tanker,truck,van
0,0,31467,0.0015670188,0.01249244,0.0012104007000000002,2.8184744000000002e-05,0.5263114000000001,0.10590853,0.0017143382999999998,0.0003440918,0.024825563999999998,0.0081104785,0.00232542,0.29471442,4.5828942e-06,0.011681545,0.008761594000000001
1,1,19629,0.018473708999999998,0.04621829,0.0025223491,0.00019635992,0.44559768,0.14478934,0.006104801,0.0037820162,0.08218869,0.022452869,0.006979203000000001,0.094187915,4.243241e-05,0.04355138,0.08291296
2,2,23792,0.026359012,0.038014400000000004,0.0020712123,0.00017609064999999998,0.4606326,0.051652685,0.0046475437,0.0041596275,0.09969784,0.029196877000000003,0.0065278309999999996,0.086819656,3.2999258e-05,0.034475952000000004,0.15553567
3,3,11188,1.11599185e-07,7.426718e-06,2.0459822e-07,4.4941903e-10,0.00029831319,5.103276e-06,5.212257e-07,1.4501982e-08,9.321479600000001e-05,1.8411234e-05,1.2894671e-07,0.99956733,7.451388e-11,1.2677474999999999e-06,7.922886e-06
4,4,38668,0.06696758400000001,0.060829274,0.0033075920000000003,0.00037888158,0.16112651,0.064812645,0.0076389940000000005,0.010728311,0.099588595,0.03616243,0.009958354,0.09257164,8.196870500000001e-05,0.08730878,0.29853845
5,5,37536,0.0019349273999999998,0.012726833,0.0011031489999999999,2.7465324999999998e-05,0.5634986999999999,0.05688712,0.0015811044,0.00036806398,0.034603547000000005,0.010326529000000001,0.0022099,0.29166237,4.2545144e-06,0.00984925,0.013216681999999999
6,6,29889,0.0013257045000000002,0.012152633000000001,0.0010314235,2.3913577e-05,0.5279808000000001,0.15053552,0.0018434586999999999,0.00030195795,0.030259196000000002,0.0060127209999999995,0.0018483968,0.25026003,3.9475635e-06,0.0097813625,0.0066389055
7,7,29791,0.0029351022,0.015215866000000002,0.0013225435999999998,4.157435e-05,0.5856307,0.09408336,0.0020936588000000003,0.00057584816,0.03956059,0.009250889,0.0028181402000000003,0.21664566,7.0262167e-06,0.013405395,0.016413633
8,8,31655,0.00093002274,0.009353614,0.0008901594,1.6712445e-05,0.49410126,0.09314185,0.0013068315,0.00019368158,0.020781372,0.0059219445,0.0014990802,0.3584579,2.6030807000000004e-06,0.007919039000000001,0.00548398
9,9,21009,0.029162393999999998,0.049455624000000004,0.0041291537,0.00032215714,0.31154940000000003,0.07373496,0.0069635566,0.006035353,0.07051637,0.037751053,0.012015113000000001,0.1624504,6.69054e-05,0.0676809,0.16816676
10,10,22980,0.061490875,0.060886387,0.003489061,0.0003894904,0.16661844,0.06800431,0.0080597615,0.010285665,0.10728964,0.03715204,0.009974639,0.10203357,8.536904e-05,0.08296097,0.28127977
11,11,19719,0.064899854,0.059714098,0.0030553732,0.00033589480000000005,0.18481988,0.07991684,0.0076846234,0.010323309000000001,0.12233768,0.033399403,0.008825928,0.09247494,7.3177114e-05,0.069152385,0.26298657
12,12,20491,0.03505605,0.05476573,0.002944313,0.00023949353,0.24237235,0.10019103,0.007401345300000001,0.006087861,0.14587857,0.0321099,0.008806909,0.14134112,5.8074933e-05,0.050637793,0.17210944
13,13,11291,0.0027984271,0.017654076,0.0018954185,5.1433508e-05,0.5145622999999999,0.10231536599999999,0.0025414929999999997,0.00066949584,0.030674739,0.01297144,0.0039311526000000005,0.27410197,9.592769999999999e-06,0.019590236,0.01623278
14,14,22107,0.06478203,0.061291835999999995,0.003330611,0.00037062445,0.14467779999999997,0.06831537,0.008306876999999999,0.010530798000000001,0.11969123,0.036222074,0.009376755,0.10311564,8.4310304e-05,0.08011628,0.2897877
15,15,24313,4.4786687999999996e-07,2.0549396000000003e-05,7.4509876e-07,2.4115945e-09,0.0013826632999999998,1.5983143e-05,1.6656006000000003e-06,5.773917e-08,0.00016131905,5.0788800000000004e-05,6.049435e-07,0.9983323000000001,3.8386322000000003e-10,5.002340000000001e-06,2.7918566e-05
16,16,15321,3.3979004e-06,0.00012320401,6.015014999999999e-06,2.6423760000000002e-08,0.011046445,0.00016219114,9.9865265e-06,4.6510343e-07,0.0006600918,0.00021738165,5.4296943e-06,0.9876062,3.9443875e-09,3.8920229999999996e-05,0.00012027151400000001
17,17,12220,1.68327e-05,0.0004789374,2.4662179999999998e-05,1.412453e-07,0.013289799,0.00090447743,3.8519924e-05,2.7122561999999998e-06,0.0018223693,0.00063185923,2.6529731000000003e-05,0.9822029,2.4650172e-08,0.00019004868000000003,0.00037011513
18,18,13319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19,19,12066,0.0024327799,0.010953582,0.00041357629999999997,2.1392827000000003e-05,0.6715353000000001,0.13776185,0.0018203673000000001,0.00034997230000000004,0.07208793,0.0034703645000000003,0.0009770729,0.08158967,3.508992e-06,0.006209895500000001,0.010372685
20,20,39029,0.0024485271,0.01381751,0.0011244465,3.6417594e-05,0.5170563,0.11604467,0.0020068549,0.0004989746400000001,0.03571494,0.012392482,0.002399159,0.2689272,7.128923200000001e-06,0.015027117,0.0124983955
21,21,39714,0.011904245,0.04430055,0.0017300409,7.641979999999999e-05,0.1451422,0.040735073,0.0045364588,0.0022611283,0.17969099,0.029036818,0.0036495212,0.39311597,1.8331833e-05,0.030375646,0.11342665
22,22,15174,1.644995e-07,8.942403000000001e-06,3.5876170000000004e-07,1.0891961e-09,0.0008783243,1.1334418e-05,1.0084736e-06,2.3929638999999997e-08,0.0001239758,2.5275014e-05,2.1894758e-07,0.9989392,1.4818358e-10,2.210824e-06,9.000393e-06
23,23,20940,4.903244e-06,0.00024163482999999997,1.0554769999999999e-05,4.3752116999999995e-08,0.008016111,0.0027682113,2.6827327e-05,8.3993814e-07,0.0018784867000000002,0.0001525583,8.207709e-06,0.9867779000000001,7.529895000000002e-09,6.181803000000001e-05,5.184504299999999e-05
24,24,10950,0.0012447261999999999,0.0113587845,0.0007358621,1.8442219e-05,0.5136159,0.27051124,0.0018952994,0.00025923984,0.036632117,0.0035480259999999997,0.0012570588,0.14769003,3.0779500000000003e-06,0.0068601673,0.004369994
25,25,27148,0.0018153804,0.013846458999999998,0.0014031020999999999,3.1221796e-05,0.49129933,0.073500805,0.0017359923,0.00040187477,0.02732538,0.011026548999999998,0.0027042036,0.34977078,5.3605560000000005e-06,0.013906397,0.011227093
26,26,31853,3.2280625e-06,0.00012637803,7.353152e-06,3.3015233e-08,0.010757434,0.0004267944,1.4272765999999999e-05,5.39342e-07,0.00081820955,0.00019062123,5.9641184e-06,0.9875306,4.599596e-09,4.6701316e-05,7.1794915e-05
27,27,34508,0.00043214165,0.005440538000000001,0.00040219858,5.7187713e-06,0.17881870000000002,0.011898718,0.00057195465,8.153171e-05,0.014802863999999999,0.0061241374,0.00062258966,0.77157795,1.0057600000000001e-06,0.0037123645000000003,0.0055074967
28,28,33135,0.027872902999999997,0.048836507,0.0019973766,0.00023260033,0.3866097,0.21195957,0.007640045,0.0046458870000000005,0.09906242,0.018047261999999998,0.0059072890000000005,0.051803086,4.8585498e-05,0.04385822,0.09147852
29,29,27746,0.0031044478999999996,0.020912599,0.0018104328,5.3703792000000004e-05,0.45265895,0.13016824,0.0031601652,0.0007271443600000001,0.04103994,0.01198272,0.0035320367,0.29557902,9.772421e-06,0.018343,0.016917888
30,30,35849,0.003458523,0.020128312,0.0021585003,6.225834e-05,0.49690863,0.09818672,0.0028480988,0.0008372786999999999,0.033231985,0.015307845,0.0046529975,0.27892077,1.1814664e-05,0.022902986,0.02038326
31,31,32012,0.001098451,0.011541234,0.0009894825,1.967729e-05,0.48288402,0.08274329,0.0016004987,0.00023685566000000003,0.028949045,0.0077615925,0.0015999317000000002,0.36436242,3.2449839e-06,0.008657799,0.0075525390000000005
32,32,22419,0.0016642464000000002,0.012084336999999999,0.0011722028999999999,2.9597633e-05,0.581256,0.07407404,0.0017224160999999999,0.00033989892,0.02478954,0.00862272,0.002267962,0.26966015,5.0820777e-06,0.010962818999999999,0.011348968000000001
33,33,37628,0.0003248846,0.004777786,0.00041621333,4.960874e-06,0.20001270000000002,0.033190906,0.00070974417,6.79261e-05,0.014805725,0.003299945,0.0005201436599999999,0.7361350999999999,7.348079e-07,0.0031428908,0.002590295
34,34,13706,0.0004883837,0.006318033000000001,0.0004910635,7.2410767e-06,0.2423498,0.03372651,0.0008822156,0.00010092620999999999,0.021363762999999997,0.004472031,0.0006820128999999999,0.6807525999999999,1.1030867e-06,0.004028403,0.0043359376
35,35,30998,0.003243227,0.018245542,0.0018198687,5.5135013e-05,0.53606576,0.11330286,0.0024919792,0.0007246107000000001,0.029759016,0.011457166999999999,0.0039666086,0.24200709,9.88077e-06,0.019719063999999998,0.017132236000000002
36,36,34414,0.0019280261999999999,0.014436471999999999,0.0015055093,3.409514e-05,0.37562668,0.051886138,0.0017881291,0.00044990464999999994,0.03285712,0.012124231999999999,0.002812368,0.47557148,6.0607713e-06,0.015832575,0.013141274
37,37,23888,0.0027739229999999998,0.016211243,0.001362595,4.5229055e-05,0.5925194,0.16169019,0.0023845315,0.0005943022599999999,0.02916697,0.0076143635,0.0030151640000000003,0.1548071,8.16234e-06,0.015282193000000001,0.01252464
38,38,21202,0.0022312275,0.0131676905,0.0012751678999999999,3.6921123e-05,0.6322635,0.11541937,0.0018701189000000001,0.0004704032599999999,0.024968924,0.007455196999999999,0.0027479478000000004,0.1737511,6.514734700000001e-06,0.013005069,0.011330866
39,39,35580,0.00015060487,0.0019025926,0.000114177885,1.2480011000000001e-06,0.049229093,0.0022567445,0.00017088895,2.4304725e-05,0.005987022,0.0028846178,0.00017520325,0.93296516,2.3252699e-07,0.0010662967999999998,0.0030717328000000005
40,40,14167,0.0053422106,0.013826649,0.0007606956599999999,2.9468434000000004e-05,0.5418778000000001,0.10453715,0.0019917837,0.0008204234,0.051646896,0.026247037999999997,0.002194853,0.20657887,5.438209e-06,0.018087916000000002,0.026052784
41,41,10695,5.031058e-05,0.0016144535,9.1771515e-05,6.264621e-07,0.06291582400000001,0.027963229,0.00019967681,9.27942e-06,0.008383326,0.0007755931,9.172314e-05,0.89691055,1.0249981e-07,0.000607276,0.0003862279
42,42,22976,4.048778e-07,1.8867682e-05,6.5888094e-07,2.101883e-09,0.0005499837999999999,1.625843e-05,1.6812506000000003e-06,5.8342973e-08,0.00017938566000000002,4.3021282e-05,4.6925902e-07,0.99916327,3.3404168e-10,4.537204e-06,2.1377886e-05
43,43,11381,0.02724582,0.052029345,0.0032503363,0.00029697860000000003,0.38173854,0.12685321,0.007829919,0.005589674,0.08076299,0.028960127000000002,0.009472998,0.09258539,6.402941e-05,0.060894437,0.12242623
44,44,34902,0.012842366000000001,0.03594292,0.0035971590000000004,0.00019081758999999997,0.4426643,0.09139316,0.005263827,0.0030353273999999997,0.048252217,0.027785372000000003,0.01002435,0.19637739999999998,3.965365e-05,0.047887392,0.07470371599999999
45,45,18770,1.9747271e-05,0.00067753973,3.660489e-05,1.881195e-07,0.015706535,0.008733986,9.256141499999999e-05,3.6275562e-06,0.0058081797,0.00035922845999999996,2.8051275999999998e-05,0.9681648000000002,3.0942644e-08,0.00021863086,0.00015027726
46,46,37189,7.3573770000000005e-06,0.00034670089999999995,1.4596129e-05,6.061364400000001e-08,0.0053315833,0.006193575,4.556215e-05,1.3553386e-06,0.0047242353,0.00014815717,9.810075000000001e-06,0.98304605,1.0968256999999999e-08,7.877292e-05,5.2241798e-05
47,47,26623,0.027319782999999997,0.059117958,0.0015476176,0.00015424383999999998,0.2515024,0.27264970000000005,0.007832961,0.0042041577,0.17925362,0.015990308,0.004061589,0.05079938,3.2729036e-05,0.04623985,0.079293735
48,48,11455,0.07021547,0.052798125999999994,0.0022169438,0.00029677528,0.2511409,0.102520056,0.0069107822999999995,0.009277993,0.10801995,0.02538876,0.007772650999999999,0.05073704,6.29137e-05,0.06148776,0.25115383
49,49,10314,0.006286509,0.0368928,0.00078807754,3.4981615e-05,0.12014998,0.3465498,0.0048393365,0.0011391427000000001,0.32493407,0.007473669499999999,0.0013656942999999999,0.11755646,9.105408999999999e-06,0.015158491999999999,0.01682191
50,50,18516,0.01839004,0.040530723,0.002015616,0.00013124854,0.44328272,0.04212565,0.0043173907,0.0031974772,0.10162489999999999,0.036804266,0.005622441999999999,0.1333344,2.6667401e-05,0.027668587999999997,0.14092788
51,51,12803,0.053808853,0.056840833,0.0035892087,0.00038253085,0.22363323,0.066916466,0.0075906559999999994,0.009264477,0.08458035,0.03744477,0.011097426,0.10336424,8.0043086e-05,0.08055981,0.2608471
52,52,15481,1.8522865e-06,6.445326e-05,2.3173773e-06,8.2321e-09,0.0009626202499999999,2.6650690000000005e-05,4.161004e-06,2.6693549999999996e-07,0.00035951988,0.00014834851000000002,2.2128725e-06,0.9983004000000001,1.4424072e-09,1.7350952e-05,0.00010975188000000001
53,53,27481,0.08256656,0.06068416,0.002795227,0.00037167524,0.15073045,0.06680741,0.007893236999999999,0.011839533000000001,0.09738044400000001,0.033081337999999995,0.008873594,0.0662782,8.147559e-05,0.08919532,0.32142138
54,54,12497,2.309388e-06,8.999875e-05,4.4190069999999995e-06,2.1020837999999998e-08,0.0072296135999999995,0.00017057177,1.0062867e-05,3.8528397999999995e-07,0.0009224035300000001,0.00014546375,3.347592e-06,0.99132323,2.939879e-09,2.7941185000000002e-05,7.0235896e-05
55,55,20854,8.561783000000001e-05,0.0012561491,6.491274e-05,6.2488266e-07,0.034551717,0.00079012243,0.00010158374,1.3929847e-05,0.004400133,0.002410175,8.877511999999998e-05,0.95334876,1.0896531e-07,0.00050350686,0.0023838377
56,56,13731,0.006659182,0.027065823,0.0013731295,6.676e-05,0.58837456,0.07964632,0.0033317718,0.0012761435000000002,0.07816742,0.014864801,0.0032036933,0.14103831,1.3115944999999999e-05,0.015695045,0.03922392
57,57,16134,0.0015218657,0.009729504,0.0006475518,1.5885616e-05,0.45828900000000006,0.0118823,0.0009690502,0.00026557787,0.025751738,0.014744045,0.0014359179999999998,0.4478039000000001,2.9032783e-06,0.005954437,0.020986307000000003
58,58,31523,0.007374555,0.019363858,0.0011235296,6.458515e-05,0.7167343,0.047931295,0.0024520538,0.0012208704,0.052115224,0.013964861,0.0031312816,0.07358901,1.1575471e-05,0.013519116999999999,0.047403857
59,59,22946,0.0040918809999999995,0.017591612,0.0016322560000000001,6.154873000000001e-05,0.6441216,0.10028156,0.0024996188,0.0008622635499999999,0.031951234,0.011097228999999998,0.003945982,0.14285506,1.1564355000000001e-05,0.01743393,0.021562697000000002
60,60,11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
61,61,12303,0.00019327868,0.0027199315000000003,0.00021845357000000004,2.5128003999999997e-06,0.11043209,0.006682133000000001,0.00028728297999999997,3.4920748e-05,0.0076206676000000004,0.0034018771000000002,0.00031463115,0.86361307,3.8480798e-07,0.0018200704000000002,0.0026586759999999996
62,62,29604,0.013504233999999999,0.039927006,0.0025722208,0.0001443761,0.42749766,0.060000118,0.0042636576,0.0027527715999999995,0.07063393,0.031564165,0.006826065500000001,0.21204227,3.1113217e-05,0.03418793,0.09405251
63,63,31052,0.00027764193,0.0030953129999999997,0.00023442406000000004,3.1360882999999994e-06,0.1483441,0.0050624907,0.0003233334,4.7553705e-05,0.009655116,0.004577729,0.00038833547,0.82153225,4.972045e-07,0.0019328721,0.004525208
64,64,21719,2.9578487e-06,0.00017511124,7.971932e-06,1.4480643999999998e-08,0.016954675,0.00077027024,1.1508454e-05,3.5064791999999995e-07,0.0008331642,0.0001885143,6.944468e-06,0.9809054,1.2554914e-09,7.091847e-05,7.2148025e-05
65,65,26830,0.00028750757,0.005200465,0.00020408993000000001,1.4033743999999999e-06,0.16124178,0.023204193999999997,0.00040108870000000004,3.9147537000000005e-05,0.026902497,0.0026016044,0.00032319367,0.7732984,1.4836482999999998e-07,0.0029963376,0.0032981727
66,66,27170,3.6324273e-05,0.0014215678,6.432055e-05,2.3138707999999998e-07,0.1026017,0.016004235,0.00011605747,5.0018975e-06,0.006982943,0.00070315454,7.307732e-05,0.870933,2.097572e-08,0.00061346136,0.0004449399400000001
67,67,29485,0.00042267703000000003,0.006758806,0.00037158190000000004,2.5287393e-06,0.24911016,0.027400182999999998,0.0004992419000000001,6.192446999999999e-05,0.01771725,0.0046509863,0.00065917254,0.6823891,2.8044766999999997e-07,0.0049708104,0.004985311
68,68,13789,1.228191e-05,0.0004514151,2.4152993999999998e-05,5.8168595e-08,0.02627341,0.0013931363,3.4118533e-05,1.6145767000000001e-06,0.0019223246,0.000495084,2.4368164000000003e-05,0.9688778,5.36508e-09,0.00023845724,0.00025184205
69,69,29243,1.5286365000000001e-06,8.607754e-05,3.2718538e-06,5.8309553e-09,0.008443765,0.00027612408,5.672017e-06,1.7448147e-07,0.0005378692299999999,0.00010166370000000001,2.8396878e-06,0.9904688,4.839601e-10,2.7831533e-05,4.4370572e-05
70,70,31874,0.010469668,0.035784222000000004,0.0009401772999999999,3.452118e-05,0.47047728,0.22751556,0.004124419,0.0014591401,0.10316576,0.00850661,0.0022550724,0.07202628,5.121524e-06,0.021016438,0.042219599999999996
71,71,17001,0.010413957,0.032169558,0.0015079433,4.2054140000000004e-05,0.5149227,0.049665734,0.002991658,0.0014512470000000001,0.06944583,0.019550646,0.0042223370000000005,0.18234937,5.9711815e-06,0.030060438,0.08120061
72,72,34789,0.0018783069,0.015949177,0.0008631876,1.1155041000000001e-05,0.47183109999999995,0.075931095,0.001368659,0.00028459178,0.037207756,0.008143655,0.002043593,0.35565126,1.3470254e-06,0.014002876000000001,0.014832302
73,73,37753,6.79013e-07,4.7840276000000004e-05,1.8355953999999999e-06,2.6843920000000003e-09,0.004666012,0.00014278655,3.2414137e-06,8.323229400000001e-08,0.0002936671,6.481356e-05,1.3066491000000001e-06,0.9947396999999999,2.5007818e-10,1.4214722e-05,2.381567e-05
74,74,11454,0.0009696596000000001,0.010541264,0.00033961532999999996,3.5742304999999997e-06,0.36844882,0.011642888,0.00067338307,0.00013218452,0.037518438,0.008140414,0.0006401615,0.53765815,4.9567154e-07,0.00495249,0.018338382
75,75,24953,1.7669922999999998e-05,0.0008220981699999999,3.1323183e-05,8.371201e-08,0.020784087,0.0022262284,5.444718000000001e-05,2.504219e-06,0.0043941806,0.00058261334,3.1394058e-05,0.97032994,9.027164000000001e-09,0.00035303397,0.00037054279999999997
76,76,10150,0.009270968000000001,0.031309526000000004,0.0010415415,3.6059664e-05,0.54330677,0.07837265,0.0032073539000000003,0.001394751,0.102371335,0.016730905,0.0030983444,0.12242847,5.8425067000000006e-06,0.024333041,0.06309245
77,77,21267,0.0076260637,0.034584093999999996,0.00094974495,2.2188150000000002e-05,0.40051916,0.026082233,0.0023827804000000003,0.0010385263,0.11122005,0.024422858,0.0023956243,0.27540854,3.4005797999999997e-06,0.019012915,0.09433183
78,78,18184,0.0132943345,0.041143235,0.0010613244000000001,3.5526005e-05,0.4469345,0.050388842999999996,0.00363409,0.0017728497,0.14857572,0.022362607000000003,0.0029665772,0.12824677,5.584121e-06,0.02482472,0.11475330000000002
79,79,36323,0.01277156,0.036460515,0.0013827657999999998,4.7003075e-05,0.51948637,0.09739594,0.003414665,0.0017793579000000002,0.08186279,0.015753686,0.003961698,0.12079947,6.933145400000001e-06,0.033823546,0.07105362400000001
80,80,39625,0.0021711013,0.021374552999999998,0.0011020174,1.4856655000000002e-05,0.43870673,0.13552114,0.0020093464,0.00039598637,0.042412363,0.00824188,0.0023162214,0.31350198,2.071524e-06,0.01840155,0.013828189
81,81,39263,0.00055945717,0.007939593,0.00044173887,3.3908946000000003e-06,0.21366772,0.021578815,0.00063649967,8.55439e-05,0.021248532,0.005337718399999999,0.00076515344,0.7153271,3.8170569999999996e-07,0.005979894,0.006428449399999999
82,82,33016,0.0027023422999999996,0.010018025500000001,0.0002488764,4.3401274000000005e-06,0.5140229000000001,0.14759107,0.0012834821,0.00032785080000000003,0.050700277,0.021846771,0.0007458658999999999,0.22162820000000003,7.0449136e-07,0.012192898,0.016686304
83,83,10335,1.2698653e-11,6.051666999999999e-17,1.4755113e-21,2.6690295e-25,1.3469414e-11,5.1532034e-10,1.3837581000000002e-10,3.3412106e-15,6.4871335e-09,1.3219301500000001e-11,1.9353578e-25,1.0,6.956499599999999e-26,7.153228e-15,2.154266e-12
84,84,17366,0.0009021687400000001,0.009061831,0.000289365,2.8661492999999997e-06,0.18880229999999998,0.0044841715,0.00054003455,0.00012241086000000002,0.03281258,0.012127516000000001,0.0005727551,0.72302985,3.8922366e-07,0.004076677,0.023175052999999998
85,85,35394,0.0024737892999999998,0.017851433,0.0006441632,9.001058000000001e-06,0.22159469,0.010351767,0.0011919127999999999,0.00036642072,0.05792898,0.017882563,0.0013965452,0.61266714,1.2945335e-06,0.010385372,0.04525495
