,Unnamed: 0,tag_id,large vehicle,small vehicle
0,0,31467,0.006665675,0.9933343000000001
1,1,19629,0.008219818,0.9917802
2,2,23792,0.036923427,0.9630766
3,3,11188,0.010214800999999999,0.98978525
4,4,38668,0.20685877,0.7931413
5,5,37536,0.0044300333,0.9955700000000001
6,6,29889,0.012656373,0.98734367
7,7,29791,0.058944977999999995,0.94105506
8,8,31655,0.0130546605,0.98694533
9,9,21009,0.0006545447,0.9993455
10,10,22980,0.0939777,0.9060223
11,11,19719,0.6395941999999999,0.3604058
12,12,20491,0.5080806,0.49191937
13,13,11291,0.0005431783000000001,0.9994568000000001
14,14,22107,0.22059427,0.7794057
15,15,24313,0.0042307840000000005,0.99576926
16,16,15321,0.0012234586,0.9987765
17,17,12220,0.0059266206999999994,0.99407345
18,18,13319,0.0,1.0
19,19,12066,0.0049108597,0.9950891
20,20,39029,0.0022979882,0.99770206
21,21,39714,0.0012247202,0.9987753
22,22,15174,0.0012393396,0.9987607
23,23,20940,0.0014092253,0.99859077
24,24,10950,0.0040571387,0.9959429
25,25,27148,0.022017792,0.97798216
26,26,31853,0.0029808143,0.9970191999999999
27,27,34508,0.05290835,0.9470917
28,28,33135,0.006676795,0.99332327
29,29,27746,0.015285783999999998,0.9847142
30,30,35849,0.043532472,0.95646757
31,31,32012,0.0007260410300000001,0.99927396
32,32,22419,0.0016957767000000002,0.99830425
33,33,37628,0.0011274123,0.9988726000000001
34,34,13706,0.0032046040000000002,0.99679536
35,35,30998,0.097679414,0.90232056
36,36,34414,0.027862433,0.9721376
37,37,23888,0.01957942,0.9804206
38,38,21202,0.103754185,0.8962458000000001
39,39,35580,0.10543585,0.89456415
40,40,14167,3.6285593e-26,1.0
41,41,10695,0.0015375310999999998,0.99846244
42,42,22976,0.032594547,0.9674055
43,43,11381,0.0002789135,0.9997210999999999
44,44,34902,0.00034478316,0.99965525
45,45,18770,0.14616117,0.85383886
46,46,37189,0.032690573,0.9673094000000001
47,47,26623,0.001350574,0.9986494
48,48,11455,0.014472792,0.9855273000000001
49,49,10314,0.09022125,0.9097788
50,50,18516,0.03132582,0.9686742
51,51,12803,0.031899225,0.9681008
52,52,15481,0.024753677,0.97524637
53,53,27481,0.17796634,0.8220337
54,54,12497,0.28091326,0.7190867
55,55,20854,0.0011786944,0.9988213
56,56,13731,0.00047581873,0.99952424
57,57,16134,0.0046675145,0.9953324
58,58,31523,0.0025470507999999998,0.9974529000000001
59,59,22946,0.00062045804,0.9993795
60,60,11111,0.0,1.0
61,61,12303,0.0013885762,0.99861145
62,62,29604,0.0005877382,0.9994122999999999
63,63,31052,0.0005073548000000001,0.99949265
64,64,21719,0.0002526589,0.99974734
65,65,26830,0.00027214136,0.9997278
66,66,27170,9.552625e-05,0.9999045
67,67,29485,0.00014040446,0.9998596
68,68,13789,0.00013603386,0.999864
69,69,29243,8.775636500000001e-05,0.99991226
70,70,31874,5.0416495999999997e-05,0.9999495999999999
71,71,17001,0.00013674526,0.99986327
72,72,34789,7.779621e-05,0.99992216
73,73,37753,3.1922759999999996e-05,0.99996805
74,74,11454,0.06288776,0.9371122
75,75,24953,0.0010444147999999999,0.9989556
76,76,10150,0.018268935,0.98173106
77,77,21267,0.028533284,0.97146666
78,78,18184,0.039617125,0.9603828000000001
79,79,36323,4.2466549999999994e-05,0.99995756
80,80,39625,0.0005623072499999999,0.99943763
81,81,39263,0.00024036196,0.9997596
82,82,33016,0.01695343,0.9830466
83,83,10335,0.0,1.0
84,84,17366,0.0033753638,0.9966246
85,85,35394,0.007137826,0.99286216
86,86,35980,0.0,1.0
87,87,35637,0.0,1.0
88,88,30478,0.013591185,0.9864088
89,89,21248,0.027543167,0.9724568000000001
90,90,33235,0.002280467,0.99771947
91,91,31860,0.0007395176,0.9992605
92,92,23539,0.006178278000000001,0.99382174
93,93,21335,0.00040220832999999996,0.99959785
94,94,35563,0.0,1.0
95,95,27742,0.015495121,0.98450494
96,96,29873,0.0008580789,0.99914193
97,97,27172,0.006976525799999999,0.9930235000000001
98,98,11452,0.010708326499999999,0.9892917
99,99,39112,0.050033905,0.9499661
100,100,37205,0.04301171,0.9569883
